transaction_id,amount,merchant_category,hour_of_day,day_of_week,is_online,device_type,card_present,pin_used,distance_from_home,is_foreign,merchant_trust,card_age_days,account_age_months,avg_transaction_amount,transactions_last_24h,transactions_last_week,amount_to_avg_ratio,daily_transaction_velocity,weekly_transaction_velocity,time_since_last_txn,previous_fraud_count,is_fraud
TXN00047263,42.45,Online,21,1,1,Mobile,0,1,27.58,0,4,1753,106,31.77,1,18,1.295,1.0,2.571,1.21,0,0
TXN00047264,236.97,Online,14,0,0,Mobile,0,0,6.69,0,7,2101,7,40.16,3,17,5.758,3.0,2.429,21.99,0,0
TXN00047265,117.77,Entertainment,12,3,1,In-Person,1,0,42.21,0,7,3141,104,35.87,4,15,3.194,4.0,2.143,9.2,0,0
TXN00047266,138.2,Online,6,2,1,Mobile,0,1,16.81,0,3,1319,63,26.39,1,15,5.046,1.0,2.143,21.84,0,0
TXN00047267,106.08,Restaurant,10,1,1,In-Person,1,0,23.69,0,7,1229,90,80.67,2,15,1.299,2.0,2.143,29.22,1,0
TXN00047268,313.93,Retail,7,1,0,In-Person,1,0,13.91,0,8,1004,66,45.33,0,10,6.776,0.0,1.429,1.25,0,0
TXN00047269,96.91,Restaurant,19,4,0,In-Person,1,0,12.38,0,7,3541,100,68.75,4,13,1.389,4.0,1.857,7.98,0,0
TXN00047270,33.99,Gas Station,15,5,1,Mobile,0,0,14.96,0,7,1820,108,24.25,1,15,1.346,1.0,2.143,6.04,0,0
TXN00047271,58.45,Gas Station,23,2,0,Desktop,0,0,27.91,0,5,2248,65,51.25,1,13,1.119,1.0,1.857,9.23,0,0
TXN00047272,64.46,Online,22,5,1,In-Person,1,0,15.95,0,4,2449,79,122.77,2,16,0.521,2.0,2.286,26.73,2,0
TXN00047273,5.04,Retail,10,1,0,In-Person,1,0,19.3,0,7,84,80,35.88,0,18,0.137,0.0,2.571,7.1,2,0
TXN00047274,85.4,Grocery,23,5,0,In-Person,1,1,17.76,0,6,315,6,511.09,0,9,0.167,0.0,1.286,2.89,0,0
TXN00047275,13.28,Grocery,4,0,0,In-Person,1,0,40.86,0,8,841,49,24.17,3,20,0.528,3.0,2.857,3.94,1,0
TXN00047276,48.28,Grocery,6,0,0,Desktop,0,0,3.91,0,5,2388,29,72.85,2,14,0.654,2.0,2.0,10.94,0,0
TXN00047277,25.87,Entertainment,15,3,1,Mobile,0,0,24.6,0,4,442,3,53.34,0,10,0.476,0.0,1.429,12.73,0,0
TXN00047278,16.34,Entertainment,15,4,1,In-Person,1,1,70.19,0,10,1563,16,59.04,1,9,0.272,1.0,1.286,6.88,1,0
TXN00047279,118.66,Travel,19,5,0,In-Person,1,1,18.79,0,6,1546,50,51.95,3,16,2.241,3.0,2.286,8.08,0,0
TXN00047280,65.79,Gas Station,16,4,1,In-Person,1,0,16.55,0,5,2005,26,20.0,2,11,3.132,2.0,1.571,6.95,0,0
TXN00047281,3228.29,Grocery,18,4,0,In-Person,1,0,32.86,0,8,1190,77,57.79,1,14,54.911,1.0,2.0,42.48,2,0
TXN00047282,160.36,Online,14,2,0,In-Person,1,0,30.69,0,8,1944,4,17.85,0,21,8.509,0.0,3.0,5.85,2,0
TXN00047283,120.27,Online,14,5,0,In-Person,1,0,15.07,0,5,1107,102,11.14,3,15,9.906,3.0,2.143,23.62,0,0
TXN00047284,72.6,Retail,19,0,1,Mobile,0,0,26.42,1,6,2281,107,30.08,1,18,2.336,1.0,2.571,12.35,0,0
TXN00047285,52.55,Restaurant,20,6,0,Mobile,0,1,24.57,0,4,3436,111,30.83,3,12,1.651,3.0,1.714,2.81,0,0
TXN00047286,282.12,Grocery,14,2,1,In-Person,1,1,44.0,0,8,2009,109,114.9,2,16,2.434,2.0,2.286,6.95,2,0
TXN00047287,49.52,Restaurant,2,1,0,In-Person,1,1,26.11,0,4,631,26,33.39,3,17,1.44,3.0,2.429,3.94,0,0
TXN00047288,58.01,Grocery,11,3,0,In-Person,1,0,4.22,0,10,1767,27,50.75,5,13,1.121,5.0,1.857,10.31,0,0
TXN00047289,548.99,Restaurant,5,5,0,Desktop,0,0,15.95,0,5,2417,87,86.77,3,16,6.255,3.0,2.286,8.22,0,0
TXN00047290,5.25,Gas Station,19,3,0,Desktop,0,0,11.98,1,8,776,60,170.69,4,15,0.031,4.0,2.143,31.19,1,0
TXN00047291,153.8,Travel,4,2,0,Mobile,0,0,0.63,0,8,1236,63,42.08,3,12,3.57,3.0,1.714,6.92,0,0
TXN00047292,22.23,Gas Station,10,5,1,In-Person,1,1,13.68,0,6,2898,22,28.69,5,17,0.749,5.0,2.429,2.03,2,0
TXN00047293,2963.79,Entertainment,22,3,1,Mobile,0,0,3.54,0,8,689,99,136.96,2,16,21.482,2.0,2.286,10.57,0,0
TXN00047294,15.58,Retail,11,2,1,In-Person,1,0,37.16,0,10,840,116,24.98,2,19,0.6,2.0,2.714,5.89,0,0
TXN00047295,15.62,Retail,6,4,1,In-Person,1,1,71.97,0,2,319,3,50.49,0,10,0.303,0.0,1.429,15.13,0,0
TXN00047296,174.56,Restaurant,8,1,1,In-Person,1,1,7.09,0,1,2427,65,43.33,2,14,3.938,2.0,2.0,27.42,0,0
TXN00047297,9.88,Online,17,4,0,In-Person,1,0,46.19,0,9,1763,73,48.2,1,13,0.201,1.0,1.857,16.28,0,0
TXN00047298,381.51,Retail,13,3,0,Tablet,0,1,10.05,0,7,2379,19,32.9,2,23,11.255,2.0,3.286,33.93,0,0
TXN00047299,35.4,Travel,3,1,1,Mobile,0,0,40.11,0,7,3264,85,27.62,1,12,1.237,1.0,1.714,8.41,0,0
TXN00047300,18.55,Entertainment,7,6,1,Mobile,0,0,41.0,0,6,743,7,37.47,4,13,0.482,4.0,1.857,30.19,1,0
TXN00047301,1182.13,Travel,15,0,1,In-Person,1,1,14.19,0,8,1214,4,50.01,4,13,23.174,4.0,1.857,4.89,0,0
TXN00047302,248.77,Online,3,2,1,Mobile,0,0,17.79,0,9,291,46,90.22,3,14,2.727,3.0,2.0,14.33,0,0
TXN00047303,111.86,Grocery,18,6,0,Tablet,0,0,21.4,0,5,2437,52,32.11,2,11,3.379,2.0,1.571,23.65,2,0
TXN00047304,37.8,Gas Station,5,6,0,Mobile,0,0,16.05,0,4,2534,55,29.03,5,19,1.259,5.0,2.714,4.01,0,0
TXN00047305,200.12,Gas Station,18,1,0,In-Person,1,1,33.83,0,7,104,52,19.93,2,11,9.562,2.0,1.571,7.93,0,0
TXN00047306,6.51,Travel,14,5,0,Desktop,0,1,11.99,0,8,1770,101,78.89,2,20,0.081,2.0,2.857,20.0,1,0
TXN00047307,733.49,Retail,11,2,1,Desktop,0,1,20.74,0,9,2096,63,6.62,2,15,96.309,2.0,2.143,0.76,2,0
TXN00047308,227.91,Grocery,11,6,1,Mobile,0,0,33.94,1,7,1480,106,40.72,3,10,5.462,3.0,1.429,2.91,0,0
TXN00047309,24.27,Travel,1,1,0,In-Person,1,0,35.88,0,7,3350,116,52.81,1,16,0.451,1.0,2.286,10.02,0,0
TXN00047310,279.46,Retail,8,3,0,Mobile,0,1,3.77,0,9,2586,41,99.54,0,13,2.78,0.0,1.857,17.48,2,0
TXN00047311,50.27,Gas Station,2,4,0,Mobile,0,1,20.68,0,8,751,113,17.6,0,14,2.703,0.0,2.0,1.61,0,0
TXN00047312,163.28,Grocery,0,5,1,In-Person,1,1,10.53,0,6,704,104,30.86,0,17,5.125,0.0,2.429,12.75,0,0
TXN00047313,327.56,Grocery,13,3,0,Desktop,0,0,18.55,0,7,2282,48,38.86,2,19,8.217,2.0,2.714,8.0,0,0
TXN00047314,15.44,Gas Station,12,5,0,In-Person,1,0,14.94,0,5,134,51,21.41,3,20,0.689,3.0,2.857,2.03,0,0
TXN00047315,47.12,Retail,4,5,1,In-Person,1,1,23.43,0,5,19,98,80.02,4,12,0.582,4.0,1.714,1.84,2,0
TXN00047316,324.08,Retail,6,0,0,In-Person,1,0,17.53,1,2,2788,84,24.12,4,11,12.899,4.0,1.571,0.64,0,0
TXN00047317,280.15,Retail,13,5,1,In-Person,1,1,8.14,0,9,2593,39,43.31,2,15,6.323,2.0,2.143,8.1,0,0
TXN00047318,36.82,Grocery,15,3,0,In-Person,1,0,14.1,0,9,974,38,43.95,5,14,0.819,5.0,2.0,15.93,0,0
TXN00047319,75.75,Online,17,1,0,Desktop,0,0,9.35,0,7,1756,59,26.36,4,21,2.768,4.0,3.0,17.26,0,0
TXN00047320,19.36,Restaurant,13,0,0,In-Person,1,0,19.77,0,10,1532,24,33.12,0,19,0.567,0.0,2.714,3.78,0,0
TXN00047321,45.07,Gas Station,0,1,1,In-Person,1,1,14.66,1,7,2670,58,31.83,4,5,1.373,4.0,0.714,4.69,0,0
TXN00047322,42.98,Retail,5,6,1,Tablet,0,0,33.45,0,7,941,24,14.44,5,17,2.784,5.0,2.429,15.75,0,0
TXN00047323,2.01,Restaurant,20,4,0,In-Person,1,1,22.68,0,7,1648,44,28.58,2,24,0.068,2.0,3.429,13.91,0,0
TXN00047324,61.53,Restaurant,9,5,0,In-Person,1,0,4.54,0,10,3444,59,59.14,4,10,1.023,4.0,1.429,16.42,0,0
TXN00047325,110.1,Entertainment,5,2,0,Desktop,0,1,21.35,0,6,298,56,20.82,2,12,5.045,2.0,1.714,27.91,2,0
TXN00047326,86.17,Gas Station,1,6,0,In-Person,1,1,8.81,0,7,2648,40,20.0,1,27,4.103,1.0,3.857,35.27,0,0
TXN00047327,30.26,Grocery,6,4,1,In-Person,1,0,26.88,0,3,1318,15,27.97,3,16,1.044,3.0,2.286,7.37,0,0
TXN00047328,132.85,Restaurant,16,4,0,In-Person,1,0,18.61,0,9,2011,28,11.46,4,9,10.659,4.0,1.286,7.01,0,0
TXN00047329,43.61,Retail,23,5,0,In-Person,1,0,27.38,0,8,231,74,146.93,1,21,0.295,1.0,3.0,1.51,1,0
TXN00047330,112.82,Entertainment,13,4,0,In-Person,1,0,17.34,0,5,2858,69,39.67,1,15,2.774,1.0,2.143,6.08,0,0
TXN00047331,5.82,Retail,22,1,0,Desktop,0,0,9.66,0,6,3396,40,86.64,3,14,0.066,3.0,2.0,12.87,0,0
TXN00047332,112.0,Gas Station,6,6,1,In-Person,1,1,24.15,0,6,1770,10,20.29,3,20,5.261,3.0,2.857,15.65,0,0
TXN00047333,36.42,Restaurant,21,2,1,Desktop,0,0,26.51,0,7,43,48,22.65,3,9,1.54,3.0,1.286,16.36,0,0
TXN00047334,12.01,Restaurant,20,1,0,In-Person,1,1,9.53,0,5,616,20,69.73,2,11,0.17,2.0,1.571,1.65,0,0
TXN00047335,390.7,Grocery,8,0,0,Mobile,0,0,41.84,0,5,463,29,129.76,1,17,2.988,1.0,2.429,15.05,0,0
TXN00047336,81.25,Restaurant,18,5,0,Tablet,0,1,11.16,0,5,1069,19,68.56,1,26,1.168,1.0,3.714,10.78,0,0
TXN00047337,53.82,Online,20,1,0,Mobile,0,0,4.53,1,8,1829,107,119.58,1,18,0.446,1.0,2.571,8.23,0,0
TXN00047338,26.07,Entertainment,23,4,0,In-Person,1,0,5.43,1,3,2068,67,109.46,3,22,0.236,3.0,3.143,13.71,0,0
TXN00047339,46.35,Entertainment,10,3,1,In-Person,1,0,18.57,0,7,1661,40,45.47,2,13,0.998,2.0,1.857,2.59,0,0
TXN00047340,82.7,Restaurant,2,3,0,Desktop,0,0,63.27,0,5,1005,13,36.37,1,12,2.213,1.0,1.714,50.77,0,0
TXN00047341,1639.43,Grocery,22,1,0,In-Person,1,0,34.0,0,8,2494,30,36.71,3,21,43.48,3.0,3.0,4.11,0,0
TXN00047342,146.1,Retail,3,4,1,In-Person,1,0,10.57,1,8,1379,77,16.21,2,19,8.49,2.0,2.714,5.11,0,0
TXN00047343,6.32,Restaurant,4,4,0,In-Person,1,0,10.82,0,5,2816,107,16.72,2,12,0.357,2.0,1.714,10.11,0,0
TXN00047344,69.05,Restaurant,3,3,0,Mobile,0,1,13.92,0,6,785,33,76.43,6,15,0.892,6.0,2.143,15.02,0,0
TXN00047345,35.49,Online,12,2,0,In-Person,1,0,38.69,0,10,3202,79,125.06,4,14,0.282,4.0,2.0,6.2,0,0
TXN00047346,30.55,Gas Station,8,2,1,In-Person,1,0,14.24,0,10,1928,57,40.62,1,14,0.734,1.0,2.0,12.5,0,0
TXN00047347,15.48,Restaurant,22,4,1,In-Person,1,1,5.35,0,2,3526,56,9.59,2,11,1.462,2.0,1.571,9.97,0,0
TXN00047348,72.65,Retail,13,0,0,Mobile,0,0,18.25,0,8,1603,108,33.17,1,12,2.127,1.0,1.714,6.36,0,0
TXN00047349,169.66,Travel,15,0,0,In-Person,1,1,1.89,0,8,1488,10,67.39,1,14,2.481,1.0,2.0,2.19,0,0
TXN00047350,12.26,Entertainment,21,0,0,Mobile,0,0,1.75,0,8,2105,113,291.65,2,19,0.042,2.0,2.714,2.84,2,0
TXN00047351,99.83,Retail,5,5,0,In-Person,1,0,3.71,0,10,2891,58,187.21,1,21,0.53,1.0,3.0,1.73,0,0
TXN00047352,187.81,Entertainment,9,0,1,In-Person,1,0,5.55,0,9,1192,76,26.75,2,16,6.768,2.0,2.286,14.41,0,0
TXN00047353,155.37,Retail,22,6,0,In-Person,1,0,7.58,0,7,1174,1,69.78,1,16,2.195,1.0,2.286,16.24,1,0
TXN00047354,64.99,Retail,20,0,0,In-Person,1,0,7.65,0,7,1137,92,68.47,2,19,0.935,2.0,2.714,20.19,2,0
TXN00047355,105.2,Restaurant,12,6,0,In-Person,1,0,8.27,0,9,2687,31,42.19,3,11,2.436,3.0,1.571,7.38,0,0
TXN00047356,78.19,Grocery,2,3,0,Desktop,0,0,5.52,0,8,492,102,36.3,3,10,2.096,3.0,1.429,12.8,0,0
TXN00047357,92.44,Grocery,10,4,0,In-Person,1,0,31.82,0,7,1291,35,18.0,2,20,4.866,2.0,2.857,7.29,0,0
TXN00047358,9.71,Online,2,1,1,In-Person,1,0,11.58,0,8,3353,63,50.75,1,15,0.188,1.0,2.143,10.46,0,0
TXN00047359,30.62,Gas Station,6,3,0,Desktop,0,0,61.5,0,8,1572,33,113.0,3,17,0.269,3.0,2.429,27.88,2,0
TXN00047360,4.19,Restaurant,9,3,1,Desktop,0,0,10.19,0,6,2689,81,41.99,2,10,0.097,2.0,1.429,19.34,0,0
TXN00047361,126.39,Online,0,5,0,Desktop,0,0,25.85,0,5,956,94,85.8,3,16,1.456,3.0,2.286,34.19,0,0
TXN00047362,99.97,Restaurant,3,4,1,Tablet,0,1,17.99,0,8,2060,8,53.29,2,16,1.841,2.0,2.286,4.46,1,0
TXN00047363,181.84,Restaurant,7,2,1,In-Person,1,0,11.84,0,7,1271,51,20.44,1,9,8.482,1.0,1.286,2.12,0,0
TXN00047364,5.24,Retail,19,3,1,In-Person,1,0,5.5,0,7,224,95,21.16,4,16,0.236,4.0,2.286,40.07,0,0
TXN00047365,1.0,Online,16,3,1,Mobile,0,1,17.34,0,7,389,39,19.64,0,15,0.048,0.0,2.143,5.79,0,0
TXN00047366,44.09,Online,4,5,0,In-Person,1,0,11.91,0,3,1986,58,179.78,2,12,0.244,2.0,1.714,14.67,2,0
TXN00047367,122.61,Grocery,16,6,0,In-Person,1,0,3.88,0,9,856,24,80.94,3,16,1.496,3.0,2.286,6.48,0,0
TXN00047368,6.53,Grocery,8,6,0,In-Person,1,1,15.88,0,7,1236,52,54.94,3,14,0.117,3.0,2.0,5.49,0,0
TXN00047369,6.19,Restaurant,7,1,0,Desktop,0,0,29.69,0,6,727,98,128.19,1,13,0.048,1.0,1.857,15.7,0,0
TXN00047370,69.06,Retail,6,0,0,In-Person,1,0,5.42,1,4,1848,116,76.03,2,13,0.897,2.0,1.857,5.13,0,0
TXN00047371,129.31,Restaurant,4,3,0,In-Person,1,0,5.48,0,5,1757,2,9.44,1,14,12.389,1.0,2.0,15.2,0,0
TXN00047372,63.6,Restaurant,3,6,0,Tablet,0,1,39.51,1,1,702,62,20.19,3,11,3.001,3.0,1.571,0.57,2,0
TXN00047373,388.66,Retail,22,6,1,In-Person,1,0,16.53,0,7,3208,115,81.42,1,15,4.715,1.0,2.143,1.19,0,0
TXN00047374,10.99,Entertainment,2,0,0,Mobile,0,0,29.98,0,7,3006,50,65.23,4,16,0.166,4.0,2.286,4.11,0,0
TXN00047375,251.33,Grocery,7,4,1,Mobile,0,1,26.77,0,6,710,68,62.66,2,13,3.948,2.0,1.857,22.41,0,0
TXN00047376,98.51,Restaurant,4,3,0,Desktop,0,0,6.88,0,7,2406,54,70.7,2,15,1.374,2.0,2.143,8.44,0,0
TXN00047377,50.24,Retail,4,1,0,In-Person,1,0,30.54,0,5,2563,95,18.03,1,15,2.64,1.0,2.143,11.36,2,0
TXN00047378,261.43,Restaurant,16,1,0,In-Person,1,0,11.42,0,6,2081,32,41.62,2,11,6.133,2.0,1.571,13.33,0,0
TXN00047379,35.28,Grocery,14,4,0,Desktop,0,1,17.07,0,8,2095,1,168.68,2,12,0.208,2.0,1.714,4.87,0,0
TXN00047380,57.63,Restaurant,7,0,0,Mobile,0,0,22.2,1,8,3238,76,93.5,3,13,0.61,3.0,1.857,4.72,0,0
TXN00047381,8.39,Grocery,6,2,1,In-Person,1,1,25.75,0,4,1143,75,29.52,2,20,0.275,2.0,2.857,2.78,0,0
TXN00047382,453.0,Gas Station,16,4,0,Desktop,0,0,8.42,0,9,1583,26,44.8,2,13,9.892,2.0,1.857,16.67,2,0
TXN00047383,19.3,Entertainment,11,2,1,Mobile,0,0,20.25,0,8,1475,32,41.55,2,22,0.454,2.0,3.143,10.34,0,0
TXN00047384,210.92,Restaurant,3,1,0,Desktop,0,0,4.2,0,9,3360,69,37.41,6,8,5.491,6.0,1.143,0.56,0,0
TXN00047385,19.71,Entertainment,19,1,0,In-Person,1,1,21.39,0,6,439,85,44.37,2,14,0.434,2.0,2.0,27.74,0,0
TXN00047386,28.7,Grocery,17,6,0,In-Person,1,1,22.56,0,6,2266,101,26.48,4,15,1.044,4.0,2.143,7.23,0,0
TXN00047387,44.77,Online,3,3,1,In-Person,1,0,16.08,0,4,979,22,9.99,1,17,4.074,1.0,2.429,3.76,0,0
TXN00047388,41.1,Grocery,9,1,0,In-Person,1,0,10.85,0,8,45,42,21.06,2,11,1.863,2.0,1.571,14.31,0,0
TXN00047389,115.82,Restaurant,2,6,1,In-Person,1,0,2.37,0,6,3501,66,53.89,2,24,2.11,2.0,3.429,2.06,0,0
TXN00047390,157.89,Restaurant,4,6,0,Desktop,0,0,12.73,0,8,1013,20,33.86,1,19,4.529,1.0,2.714,2.59,0,0
TXN00047391,44.93,Retail,11,6,1,In-Person,1,0,16.33,0,4,1827,19,12.94,1,14,3.222,1.0,2.0,22.66,2,0
TXN00047392,1105.04,Grocery,22,0,0,Mobile,0,0,8.67,0,7,3513,3,135.74,1,16,8.081,1.0,2.286,2.55,0,0
TXN00047393,37.2,Online,4,1,1,Desktop,0,0,12.46,0,7,620,6,75.79,1,10,0.485,1.0,1.429,19.58,2,0
TXN00047394,290.51,Restaurant,4,5,1,In-Person,1,0,41.09,0,6,1735,32,130.8,1,17,2.204,1.0,2.429,8.83,2,0
TXN00047395,55.94,Restaurant,3,6,0,In-Person,1,0,6.17,0,3,2639,75,41.32,2,24,1.322,2.0,3.429,2.67,0,1
TXN00047396,22.43,Online,5,3,0,Mobile,0,0,9.26,0,3,2567,47,72.85,2,14,0.304,2.0,2.0,35.13,0,0
TXN00047397,28.52,Retail,9,4,0,In-Person,1,1,14.47,0,7,2837,11,110.26,2,15,0.256,2.0,2.143,15.19,0,0
TXN00047398,140.76,Online,5,5,0,In-Person,1,1,18.05,0,2,768,118,56.72,3,15,2.439,3.0,2.143,3.06,0,0
TXN00047399,333.71,Retail,21,3,0,Desktop,0,0,14.07,0,6,1016,88,63.22,0,12,5.196,0.0,1.714,16.32,0,0
TXN00047400,570.79,Retail,21,4,0,Desktop,0,0,33.08,0,5,2207,62,16.72,1,10,32.213,1.0,1.429,2.03,0,0
TXN00047401,310.35,Grocery,0,3,0,Desktop,0,0,15.11,0,7,440,38,106.4,2,14,2.89,2.0,2.0,10.82,0,0
TXN00047402,23.76,Travel,15,1,1,Tablet,0,1,19.44,0,7,3496,50,134.04,4,15,0.176,4.0,2.143,9.86,0,0
TXN00047403,6.28,Grocery,10,2,1,Desktop,0,0,34.8,0,7,2125,42,41.48,1,14,0.148,1.0,2.0,2.34,0,0
TXN00047404,135.54,Online,5,5,0,Desktop,0,0,16.13,0,9,1240,105,46.8,0,14,2.835,0.0,2.0,20.86,2,0
TXN00047405,25.02,Retail,19,0,1,In-Person,1,0,9.6,0,5,17,98,141.46,2,16,0.176,2.0,2.286,32.96,2,0
TXN00047406,93.42,Online,17,2,0,Desktop,0,1,13.63,0,6,1311,82,135.95,2,17,0.682,2.0,2.429,13.17,0,0
TXN00047407,1001.17,Travel,5,0,1,In-Person,1,0,3.59,0,4,166,78,44.11,1,13,22.194,1.0,1.857,10.22,0,1
TXN00047408,10.29,Grocery,16,1,0,In-Person,1,1,37.39,0,10,57,61,138.92,1,17,0.074,1.0,2.429,14.16,0,0
TXN00047409,84.63,Restaurant,11,5,0,In-Person,1,0,8.89,0,7,3243,45,126.13,1,20,0.666,1.0,2.857,13.1,0,0
TXN00047410,9.72,Retail,16,6,0,In-Person,1,0,6.51,0,8,2130,1,14.43,3,17,0.63,3.0,2.429,12.59,0,0
TXN00047411,640.37,Travel,20,3,0,In-Person,1,1,13.43,0,3,1357,23,24.72,1,20,24.901,1.0,2.857,6.18,0,0
TXN00047412,27.02,Restaurant,21,3,0,In-Person,1,0,8.05,0,6,2025,30,66.27,0,17,0.402,0.0,2.429,11.54,0,0
TXN00047413,41.92,Grocery,17,6,0,In-Person,1,0,14.19,1,2,2544,65,19.39,1,19,2.056,1.0,2.714,28.61,0,1
TXN00047414,253.95,Travel,9,4,0,In-Person,1,1,41.6,0,6,537,58,34.02,0,13,7.251,0.0,1.857,14.83,0,0
TXN00047415,965.43,Online,23,2,1,In-Person,1,1,14.48,0,5,3064,42,40.11,2,13,23.483,2.0,1.857,32.28,0,0
TXN00047416,49.92,Gas Station,19,0,0,In-Person,1,0,22.83,0,7,2139,93,122.03,0,8,0.406,0.0,1.143,3.01,0,0
TXN00047417,487.17,Retail,11,6,0,In-Person,1,1,15.22,0,5,660,20,29.91,1,14,15.76,1.0,2.0,5.36,0,0
TXN00047418,90.43,Gas Station,3,3,0,In-Person,1,0,16.64,0,5,3464,74,8.5,3,19,9.52,3.0,2.714,14.0,0,0
TXN00047419,66.21,Online,9,1,1,In-Person,1,1,56.56,0,4,2115,103,31.94,4,14,2.01,4.0,2.0,5.7,0,0
TXN00047420,17.88,Grocery,4,3,1,In-Person,1,0,11.91,0,6,874,20,66.21,1,11,0.266,1.0,1.571,2.37,0,0
TXN00047421,1.29,Gas Station,3,4,1,In-Person,1,1,4.57,0,3,1665,100,71.12,1,12,0.018,1.0,1.714,6.48,0,0
TXN00047422,6440.94,Online,15,5,1,In-Person,1,0,1.74,0,6,2721,18,86.27,0,15,73.806,0.0,2.143,54.74,0,0
TXN00047423,97.33,Online,4,3,0,Mobile,0,0,6.82,0,5,2630,7,33.82,0,11,2.795,0.0,1.571,18.11,0,0
TXN00047424,16.06,Restaurant,18,1,1,Mobile,0,1,18.61,0,3,558,91,72.25,1,13,0.219,1.0,1.857,12.19,0,0
TXN00047425,17.59,Online,23,3,0,In-Person,1,0,5.47,1,6,2147,42,86.62,2,15,0.201,2.0,2.143,3.91,0,0
TXN00047426,246.19,Gas Station,5,0,0,In-Person,1,0,8.0,0,9,1070,45,49.1,1,20,4.914,1.0,2.857,0.19,2,0
TXN00047427,34.26,Entertainment,23,6,1,In-Person,1,0,7.27,0,7,3575,118,43.83,2,15,0.764,2.0,2.143,1.06,0,1
TXN00047428,21.81,Entertainment,20,0,1,Mobile,0,0,12.31,0,6,2616,71,47.66,4,14,0.448,4.0,2.0,25.34,0,0
TXN00047429,215.34,Online,6,3,0,Desktop,0,0,25.72,0,7,220,113,45.46,3,11,4.635,3.0,1.571,24.58,0,0
TXN00047430,45.15,Online,9,1,0,In-Person,1,0,3.0,0,7,2293,77,27.44,3,22,1.587,3.0,3.143,7.1,0,0
TXN00047431,24.34,Online,6,5,1,Mobile,0,1,14.05,0,7,3174,31,29.82,3,6,0.79,3.0,0.857,2.62,0,0
TXN00047432,39.13,Online,21,1,1,In-Person,1,0,20.72,0,2,332,115,50.62,4,19,0.758,4.0,2.714,8.79,0,1
TXN00047433,32.55,Retail,13,3,0,Mobile,0,1,17.01,0,6,3155,45,277.34,1,13,0.117,1.0,1.857,22.88,0,0
TXN00047434,6.89,Entertainment,9,1,0,In-Person,1,0,20.58,0,3,1623,53,50.04,1,12,0.135,1.0,1.714,6.91,0,0
TXN00047435,36.81,Online,19,0,1,Mobile,0,1,36.55,0,2,1816,116,21.55,1,20,1.633,1.0,2.857,23.95,0,0
TXN00047436,247.23,Entertainment,21,0,0,In-Person,1,0,11.87,0,8,44,10,54.11,0,10,4.486,0.0,1.429,17.14,0,0
TXN00047437,41.16,Online,10,0,0,In-Person,1,1,19.32,0,7,1634,34,26.21,2,15,1.513,2.0,2.143,2.97,0,0
TXN00047438,31.71,Gas Station,13,4,0,Tablet,0,1,14.67,0,9,1644,15,24.44,2,16,1.247,2.0,2.286,0.77,0,0
TXN00047439,365.47,Online,11,5,0,Mobile,0,0,11.16,0,8,2240,81,46.27,0,10,7.732,0.0,1.429,2.95,1,0
TXN00047440,9.31,Online,3,2,1,In-Person,1,0,17.49,0,8,3129,72,240.59,2,17,0.039,2.0,2.429,16.88,0,0
TXN00047441,51.58,Gas Station,12,0,1,In-Person,1,0,7.52,0,3,2945,86,50.53,2,16,1.001,2.0,2.286,7.34,0,0
TXN00047442,152.98,Entertainment,21,3,0,In-Person,1,1,15.07,0,5,2621,15,39.58,2,17,3.77,2.0,2.429,1.45,0,0
TXN00047443,24.76,Entertainment,21,5,1,Mobile,0,0,37.84,0,6,1281,24,28.46,2,11,0.841,2.0,1.571,3.31,0,0
TXN00047444,44.66,Gas Station,2,4,0,In-Person,1,0,50.68,0,5,2825,38,143.49,3,15,0.309,3.0,2.143,35.81,0,0
TXN00047445,47.39,Grocery,12,3,0,Desktop,0,1,1.76,0,7,3472,21,50.99,2,21,0.912,2.0,3.0,10.99,2,0
TXN00047446,275.05,Gas Station,19,1,1,Mobile,0,1,17.11,0,8,3089,74,18.16,3,10,14.356,3.0,1.429,2.05,0,0
TXN00047447,15.08,Gas Station,18,2,0,In-Person,1,0,20.55,0,6,1421,51,37.28,1,9,0.394,1.0,1.286,16.73,2,0
TXN00047448,8.67,Retail,14,6,1,Desktop,0,0,9.39,0,7,984,70,51.51,2,14,0.165,2.0,2.0,6.47,0,1
TXN00047449,29.13,Retail,18,4,1,In-Person,1,0,22.4,0,7,654,62,119.48,3,14,0.242,3.0,2.0,14.27,0,0
TXN00047450,60.11,Grocery,19,6,1,In-Person,1,1,14.65,0,7,2312,117,42.49,1,22,1.382,1.0,3.143,51.79,1,0
TXN00047451,224.73,Online,3,1,0,In-Person,1,1,10.57,1,4,3129,82,87.63,3,13,2.535,3.0,1.857,36.26,0,1
TXN00047452,13.33,Retail,5,1,1,In-Person,1,1,7.11,0,10,823,27,88.82,6,18,0.148,6.0,2.571,14.4,0,0
TXN00047453,1509.02,Grocery,14,0,1,In-Person,1,0,11.83,0,6,2130,26,13.23,2,6,106.048,2.0,0.857,7.85,0,0
TXN00047454,5.33,Travel,3,6,1,In-Person,1,1,9.79,0,7,1618,69,17.46,5,17,0.289,5.0,2.429,7.19,0,0
TXN00047455,3.1,Entertainment,5,3,0,In-Person,1,0,37.76,0,4,2617,9,132.72,1,24,0.023,1.0,3.429,6.43,0,0
